prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler
"Tiny cute harpy boy, arms of large wings, green leather tube top and skirt, Concept art, by ashley wood, anime style",outputs/txt2img-samples,False,False,50,False,0.0,2,512,512,4,8,10,0,7.5,cuda,,64630,1,True,autocast,png,plms
